url,HF1,HF2,HF3,HF4,HF5,HF6,HF7,HF8,HF9,HF10,label
https://bit.ly/4gIUjRO,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gqcTON,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://sms0909v.weebly.com/,0,0,0,1,1,1,0,0.625,0,0,1
https://sms0444lapost.weebly.com/,0,0,0,1,1,1,0,0.625,0,0,1
https://flowto.it/eWeczTpf4q,0,1,1,0,1,0,0,0.038356164383561646,0.0425531914893617,1,1
https://flowto.it/eWenCqUowA,0,1,1,0,0,0,0,0.05263157894736842,0,0,1
https://l.ead.me/bfeUPC,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://q-r.to/bfeUPC,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://qrco.de/bfeUPC,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://hm.ru/jQ5ors,0,0,0,0,1,1,0,0.4166666666666667,0.25,0,1
https://urlz.fr/tuu2,1,1,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vQH8LCjXYlfD75Drp_KgOWIg1HKN4b3TwsNLs1G7qGCaBxAiFQKS1HExQL1TkkDNyUmX3rauJZ0oMT2/pub?start=false&amp;loop=false&amp;delayms=3000,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTZm9szRGvuNSykpKtO2kQi8eqPzHDWchaXfdjv-Ilf77iBkyWH92b33OYVF0YKTQR6b9bNMJ_wQWnM/pub?start=false&loop=false&delayms=3000,1,1,0,1,0,0,1,0,0,0,1
http://cp96524.tw1.ru,0,1,1,1,1,0,0,0.07692307692307693,0.06382978723404255,0.5,1
https://telegra.ph/BT-Business-updates2024-12-21,0,1,1,0,1,0,0,0.3333333333333333,0,1,1
https://fuisryajsdtuoi-oe68w57q46we57d6io.teemill.com/,1,1,0,0,0,0,0,0,0,0,1
https://gcxuiuhsrydtukhcr-sryuju7i6rertjy.teemill.com/,1,1,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSQYenxjXzMhkidiWLEK5t8jY7eJ4jcAHIxO-wlXyO5cDSTgV4uUu9t_WDSrsZMQKdiuGUBzA1JzA85/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSQYenxjXzMhkidiWLEK5t8jY7eJ4jcAHIxO-wlXyO5cDSTgV4uUu9t_WDSrsZMQKdiuGUBzA1JzA85/pub?start=false&loop=false&delayms=3000&slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTknRLH4nJ6UBCcP12N_rAVl-h9kNWwTEEGuuBe6FP7FH_vFZfGTT_XoO2HVndzPHnt77Rr5PpDsiuy/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTknRLH4nJ6UBCcP12N_rAVl-h9kNWwTEEGuuBe6FP7FH_vFZfGTT_XoO2HVndzPHnt77Rr5PpDsiuy/pub?start=false&loop=false&delayms=3000&slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://zimbfree.weebly.com/,0,0,0,1,1,1,0,0.5,0,0,1
https://gmxctyyy.weebly.com/,0,1,0,1,1,1,0,0.4,0,0,1
https://zimbrafree9.weebly.com/,0,0,0,1,1,0,0,0.7142857142857143,0,0,1
https://mondiai-relais.com/captcha/index.php,0,1,1,1,0,0,0,0.125,0.3333333333333333,0,1
https://mondiairelais-livraison.com/captcha/index.php,0,1,1,1,0,0,0,0.125,0.3333333333333333,0,1
https://bit.ly/40i5ko1,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/41P3Oea,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/49PGU8q,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4098U3m,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4gwxRfc,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/408zfyR,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/49XzyQk,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4fNAqs9,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3VS3yHc,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gy03y7,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4fw8QPY,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4iIyXWJ,0,1,1,0,0,0,1,0.25,0,0,1
https://l.ead.me/bfeXrC,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://q-r.to/bfeXrC,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://qrco.de/bfeXrC,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://docs.google.com/presentation/d/14YMkOPPNggfghKFwDz2ix5_xnNWKyHM8PtlxjpdRtKE/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p&slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/document/d/1k6WfrR3IT0g9iIpba1uKsro_Tw_U0CVF/edit?usp=sharing_eip&rtpof=true&sd=true&ts=67657ab5,0,0,0,1,0,0,1,0.5,0,0,1
https://metasupport-businesscenter.pages.dev/,1,1,0,0,0,0,0,0,0,0,1
https://mondiairelais-livraison.com/,0,1,1,1,0,0,0,0.125,0.3333333333333333,0,1
https://docs.google.com/presentation/d/e/2PACX-1vQlgUC9VCQNOI8VFciMvvd0mfB9QLFHVvsIo0qka7Pan7MgoEGJj4JwDhx0qUxlZ_zfHjtPIEo2_0rj/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://bit.ly/4gLQyeq,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/3ZN0AFc,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/408HQBs,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4iPaAGI,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3Wh8rdt,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4grjqsI,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/40ci0wE,0,1,1,0,0,0,1,0.25,0,0,1
https://l.ead.me/bfeYdf,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bfeYdf,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfeYdf,1,1,0,1,0,0,0,0,0,0,1
https://hm.ru/xgNCVL,0,0,0,0,1,1,0,0.4166666666666667,0.25,0,1
https://hm.ru/4khXus,0,0,0,0,1,1,0,0.4166666666666667,0.25,0,1
https://hm.ru/LyiWa5,0,0,0,0,1,1,0,0.4166666666666667,0.25,0,1
https://hm.ru/pbVz8A,0,0,0,0,1,1,0,0.4166666666666667,0.25,0,1
https://storage.googleapis.com/etojt4jopo.appspot.com/21160.html,0,1,1,1,1,1,0,1.0,0,1,1
https://helppage-policysercurity.pages.dev/,1,1,0,0,0,0,0,0,0,0,1
https://oldsfpds.pages.dev/,1,1,0,0,0,0,0,0,0,0,1
https://d78cumentspdfviewer98eonline98pdfhgrteee564gyy67j9.pages.dev/,0,0,0,1,1,0,0,0.2,0,0.5,1
https://webmaiiltwcrooadrunnerspectrum.weebly.com/,0,1,0,1,1,1,0,0.2,0,0,1
https://bit.ly/3DFpiQl,0,1,1,0,0,0,1,0.25,0,0,1
https://l.ead.me/bfdQEy,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://l.ead.me/bfeh8k,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bfeiaw,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://q-r.to/bfdQEy,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://q-r.to/bfeh8k,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bfeiaw,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://qrco.de/bfdQEy,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://qrco.de/bfegh6,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfeh8k,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfeiaw,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vT4SVidYtccE7fqLtm7RhavgVhJqcsK6rtUrWTlq8laOPcbUKEOc_ewWHxOYEpkbWuOjxkduNpa_VG_/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://vk.cc/cG2fG9,0,0,0,1,0,0,0,1.0,0,0,1
https://brsms.com/jE7eL2,0,1,1,0,0,0,0,1.0,0,0,1
https://l.ead.me/bfejuU,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bfekvT,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bfel96,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bfejuU,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bfekvT,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bfel96,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfejuU,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfekvT,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfel96,1,1,0,1,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vS5drMzhoOQRyuJMmpoE6sV-bJF5_kbZ6i8o_vaQqDwv3nUPaFfn6QhPmJOgSbOf1E_OqyqC7G24cQJ/pub?start=false&loop=false&delayms=3000&slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vS5drMzhoOQRyuJMmpoE6sV-bJF5_kbZ6i8o_vaQqDwv3nUPaFfn6QhPmJOgSbOf1E_OqyqC7G24cQJ/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://bit.ly/3Axmcg9,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/3DsgA84,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3PfCD4p,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3VVRi8Q,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/3ZWJvcd,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/40aVMLp,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/41OnpuQ,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4fGCaTM,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4fwXA5S,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gRG1yt,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4hrxdjI,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4iMH6Jv,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4iV36lK,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/llCorreos,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://l.ead.me/bfepH0,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bfepH0,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfepH0,1,1,0,1,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTG6fgC1R0_HKBNlYN8bD09jAowvfGh6eQT7DrNIHB37X6d7XqesvJ5Pn8uV7KcPd0jZy7rDoGMK-Q6/pub?start=false&loop=false&delayms=3000,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTLPj_Nn9R6DW3K2y9f0Zq2dS_MKm4OFc5fz7rdAutuzacTVIkdDK13UhGkgSqt7qIwYzFilKZqqBkx/pub?start=false&loop=false&delayms=3000,1,1,0,1,0,0,1,0,0,0,1
https://17w0y6h6.forms.app/wisetranfert,1,1,0,0,0,0,1,0,0,0,1
https://settingpagepro-supportcenter-confirmrequest-reviewaccount.pages.dev/,1,1,0,0,0,0,0,0,0,0,1
https://appmondialrelay.com/pac/calcul.php,0,0,0,0,0,0,1,1.0,1.0,0,1
https://btmailbt.weebly.com/,0,1,0,1,1,1,0,0.25,0,0,1
https://bit.ly/3BOR7p6,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/49Y5ns5,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4iVJ1eN,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/41MtjN8,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3BLw9Ya,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3DAOdEX,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/40gqZgk,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/40dBgtF,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3ZP6BRQ,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/41NWRtK,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4fCp4Xu,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gWhacz,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3VZjiZ4,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gQPPbN,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3DCiYcz,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/40dmrr0,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3BQmnUx,0,1,1,0,0,0,1,0.25,0,0,1
https://l.ead.me/bfesNZ,1,1,0,0,0,0,0,0,0,0,1
https://l.ead.me/bfeteI,1,1,0,0,0,0,0,0,0,0,1
https://q-r.to/bfesLG,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://q-r.to/bfesNZ,1,1,0,0,0,0,0,0,0,0,1
https://q-r.to/bfeteI,1,1,0,0,0,0,0,0,0,0,1
https://q-r.to/bfeugO,1,1,0,0,0,0,0,0,0,0,1
https://qrco.de/bfeiFuB0c4hB4ru,1,1,0,0,0,0,0,0,0,0,1
https://qrco.de/bfesLG,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://qrco.de/bfesNZ,1,1,0,0,0,0,0,0,0,0,1
https://qrco.de/bfeteI,1,1,0,0,0,0,0,0,0,0,1
https://rxvgjdpc.elementor.cloud/EN/EN34FJHG7ND53/EN33UY645/M0002X1/index.html,0,1,0,1,1,1,0,0,0,0.5,1
https://t.co/8CIO6ocOYA,0,0,0,1,0,0,1,0.017857142857142856,0,0,1
https://linkin.bio/calsupport,1,1,0,0,0,0,0,0,0,0,1
https://linkin.bio/calsupport/,1,1,0,0,0,0,0,0,0,0,1
https://khalidhassan832.github.io/sign-ins/,0,1,1,0,1,0,1,0.16666666666666666,0,0.5,1
http://signin.microsoft.com.cerblos.ch/,1,1,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/1smjcInRUsSxlPfAdO9VHVI1-6qIHLvLRgfKYqudK5mQ/preview,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vR3IGNaRhWpVEmckfzFljKjJ-e3vOCTBXBTHoOHhsO9rBjnQohF4iK8wPqLIffRnmYIUEG3G-j4y-rV/pub?start=false&amp;loop=false&amp;delayms=3000,1,1,0,1,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSC_BCz8a0IggFoCRcTqd7Wgu-D372HF9mddUIecbJniNcZ4LCG0vq41qB3nkJ91ZGXLWQGGPrseOFg/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://bit.ly/49UgX7H,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/49UnmQ4,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4eecoWn,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4gun8Sg,0,1,1,0,0,0,1,0.25,0,0,1
https://ingbanksecure.com/,0,1,1,0,0,1,0,1.0,0,0,1
https://lbv12ckjwjklkboighsfryg-jchkjx-idtusqk3wesjfhrtiy.teemill.com/,1,1,0,0,0,0,0,0,0,0,1
https://ds132ryetzuiwhsfdlkhgjfh-xdt18w9s7iyfwsdu5yqksd.teemill.com/,1,1,0,0,0,0,0,0,0,0,1
https://bit.ly/3Pf4q5e,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/3DIv8R0,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/40ceiCT,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4fEsWHH,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4fzsz11,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4gNqCyU,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://linkaroo.me/efgttgfdsdfg,0,1,1,1,0,0,1,0.13333333333333333,0,0,1
https://qrco.de/bfeFw7,1,1,0,1,0,0,0,0,0,0,1
https://portaly.cc/ikihftyr,0,0,0,0,0,0,0,0.3333333333333333,1.0,0,1
https://bit.ly/3PimH1m,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://proton5356576879986889745353235512454.weebly.com/,0,1,0,1,1,1,0,0.5,0,0,1
https://mathunivtoulouse.weebly.com/,0,0,0,1,1,0,0,0.7142857142857143,0,0,1
https://shqwwebmailvvr.weebly.com/,0,1,0,1,1,1,0,0.4,0,0,1
https://yip.su/2ENw15,0,1,1,0,0,0,0,0.3333333333333333,0,0,1
https://go.sparkpostmail.com/f/a/QLEo2tpFArrPDbHBzYeJiQ~~/AAKhywA~/RgRpVSOlP0QdaHR0cHM6Ly90cmVuZHotc2hvcC5iZS87KWVhc3lXA3NwY0IKZ2WlnnJnupRGO1IaaXRncnVwcGVuQGJyZWRhbHNwYXJrZW4uZGtYBAAAAAA~,0,1,1,0,0,0,0,0.2857142857142857,0.5,0,1
https://qrco.de/bff01l,1,1,0,1,0,0,0,0,0,0,1
http://revoke-cash-lahana.vercel.app,0,0,0,0,1,0,0,0.10344827586206896,0.10526315789473684,1,1
https://revoke-cash-lahana.vercel.app/,0,0,0,0,1,0,0,0.10344827586206896,0.10526315789473684,1,1
https://bit.ly/4iVS1AO,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://jqme8zxx.forms.app/paiementss-vinted-credits-vinted-refss,1,1,0,0,0,0,1,0,0,0,1
https://share.hsforms.com/12aQI-GreQCCM30Mut96SQwt06wh,0,0,0,0,0,0,1,1.0,0,0,1
https://stationnement-amendes-gouv.lmmdairy.com/,1,1,0,1,1,0,0,0,0,1,1
https://go.sparkpostmail.com/f/a/5lJ59ixRBtGus0Kwf-kUrQ~~/AAKhywA~/RgRpV9HVP0QdaHR0cHM6Ly90cmVuZHotc2hvcC5iZS87KWVhc3lXA3NwY0IKZ2XVTHVnsVodtVIaaXRncnVwcGVuQGJyZWRhbHNwYXJrZW4uZGtYBAAAAAA~,0,1,1,0,0,0,0,0.2857142857142857,0.5,0,1
https://bit.ly/4hgxcyv,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://qrco.de/bfZrHP,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfXmdB,1,1,0,1,0,0,0,0,0,0,1
https://8800chrtrtwc.weebly.com/,0,1,0,1,1,1,0,0.16666666666666666,0,0,1
https://gucuggj.weebly.com/,0,1,0,1,1,1,0,0.4,0,0,1
https://pub-6cd4d74c309e4a16bf7d85cf166a0732.r2.dev/index.html,0,1,0,0,1,1,1,1.0,0,0,1
https://pub-b5e612041f69499283cc447f6dd1ad63.r2.dev/index.html,0,1,1,0,0,0,0,0.5,0,0,1
https://bit.ly/3BQ9QAu,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3DxZcz0,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/3Pf5Zjo,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/41PQW7w,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/41UtA0m,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gSLSn9,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4gSm8Ho,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4gPBvRz,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/41SW3ng,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4iVZfEQ,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3BPRNdF,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gw9nm4,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4fD2MoS,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gRsE1e,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://bit.ly/4a5iB6r,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3Wnw97V,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gsKLL7,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4g8774t,0,1,1,0,0,0,1,0.25,0,0,1
https://srjysdtkfygulidtksjuou-utdfygioihgofudktjfyiut.teemill.com/,1,1,0,0,0,0,0,0,0,0,1
https://bit.ly/3DxtzW2,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/3PchW9M,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4fHbXof,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/4gxlVJV,0,1,1,0,0,0,1,0.25,0,0,1
https://bit.ly/41SWwpw,0,1,1,0,0,0,1,0.25,0,0,1
https://confirmverifyaccount-supportpagecenter-requestofreviews.pages.dev/,1,1,0,0,0,0,0,0,0,0,1
https://helps-businesspolicy-center.pages.dev/,1,1,0,0,0,0,0,0,0,0,1
https://sites.google.com/view/manty432/home,0,0,0,0,0,0,0,0.3333333333333333,0,0,1
https://l.ead.me/bfehf0,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bfeyjE,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bff0s9,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bff49Y,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bff6Ed,1,1,0,1,0,0,0,0,0,0,1
https://l.ead.me/bff6HL,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bfehf0,1,1,0,1,0,0,0,0,0,0,1
https://bit.ly/4h0ldVB,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://q-r.to/bfeyjE,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bff0s9,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bff49Y,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bff6Ed,1,1,0,1,0,0,0,0,0,0,1
https://q-r.to/bff6HL,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfehf0,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bfei3D,0,1,1,1,0,0,0,0.3333333333333333,0,0,1
https://qrco.de/bfeyjE,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bff0s9,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bff49Y,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bff6Ed,1,1,0,1,0,0,0,0,0,0,1
https://qrco.de/bff6HL,1,1,0,1,0,0,0,0,0,0,1
https://oxswysjr.elementor.cloud/EN/EN34FJHG7ND53/EN33UY645/M0002X1/index.html,0,1,0,1,1,1,0,0,0,0.5,1
https://www.dropbox.com/scl/fi/ubr0llvlbskoa3fknscew/ATT-Yahoo-Mail.paper?rlkey=yxv94euirc7rbpbnnsujmvbo7&dl=0,1,1,0,0,0,0,1,0,0,0,1
https://ujiooslmnj.ubpages.com/hisjuk/,1,1,0,1,0,0,0,0,0,0,1
https://link.space/@45764,0,1,1,1,1,0,0,0.016597510373443983,1.0,0.5,1
https://leqcayzjwstzou.firebaseapp.com/,1,1,0,0,0,0,1,0,0,0,1
https://leqcayzjwstzou.web.app/,1,1,0,0,0,0,1,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vRlJ52gzpLtEqUtCDowKxh1Ml7YIH8rfayPRAge_2uAJWa_V4L-SYByk9DM7_JhXhzhbL1Rx1W1p5pz/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,1,0,1,0,0,1,0,0,0,1
https://bit.ly/3PkFqcE,0,1,1,0,0,0,1,0.3333333333333333,0,0,1
https://www.ing-web-inicios.com,0,1,1,0,0,0,0,1.0,0,0,1
